Year,Sex,Type,Cancer_Type,Age_0_to_4,Age_5_to_9,Age_10_to_14,Age_15_to_19,Age_20_to_24,Age_25_to_29,Age_30_to_34,Age_35_to_39,Age_40_to_44,Age_45_to_49,Age_50_to_54,Age_55_to_59,Age_60_to_64,Age_65_to_69,Age_70_to_74,Age_75_to_79,Age_80_to_84,Age_85+,Age_Unknown,Sum
2004,Male,Incidence,Chronic myeloid leukaemia,0.0,0.0,1.0,3.0,6.0,5.0,6.0,10.0,8.0,9.0,9.0,17.0,12.0,14.0,18.0,13.0,15.0,10.0,0.0,
2005,Male,Incidence,Chronic myeloid leukaemia,0.0,1.0,2.0,2.0,3.0,10.0,8.0,9.0,9.0,12.0,10.0,12.0,10.0,10.0,18.0,19.0,13.0,18.0,0.0,
2006,Male,Incidence,Chronic myeloid leukaemia,0.0,1.0,0.0,2.0,1.0,1.0,6.0,5.0,10.0,6.0,5.0,14.0,16.0,14.0,17.0,12.0,16.0,12.0,0.0,
2007,Male,Incidence,Chronic myeloid leukaemia,0.0,0.0,1.0,2.0,5.0,4.0,13.0,10.0,14.0,16.0,13.0,6.0,17.0,15.0,15.0,12.0,14.0,11.0,0.0,
2008,Male,Incidence,Chronic myeloid leukaemia,0.0,1.0,1.0,3.0,9.0,2.0,7.0,9.0,11.0,10.0,9.0,18.0,12.0,15.0,14.0,18.0,11.0,11.0,0.0,
2009,Male,Incidence,Chronic myeloid leukaemia,0.0,2.0,2.0,6.0,3.0,4.0,8.0,4.0,10.0,15.0,10.0,9.0,18.0,14.0,12.0,14.0,17.0,9.0,0.0,
2010,Male,Incidence,Chronic myeloid leukaemia,0.0,0.0,2.0,1.0,5.0,10.0,11.0,11.0,16.0,13.0,19.0,18.0,20.0,17.0,13.0,13.0,10.0,14.0,0.0,
2011,Male,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1968,Female,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1969,Female,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1970,Female,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1971,Female,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1972,Female,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1973,Female,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1974,Female,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1975,Female,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1976,Female,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1977,Female,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1978,Female,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1979,Female,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1980,Female,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1981,Female,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1982,Female,Incidence,Chronic myeloid leukaemia,0.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,4.0,3.0,3.0,9.0,13.0,6.0,12.0,7.0,13.0,8.0,0.0,
1983,Female,Incidence,Chronic myeloid leukaemia,1.0,0.0,0.0,2.0,1.0,2.0,4.0,5.0,2.0,6.0,2.0,7.0,7.0,13.0,8.0,10.0,10.0,5.0,0.0,
1984,Female,Incidence,Chronic myeloid leukaemia,0.0,0.0,1.0,1.0,2.0,1.0,3.0,8.0,2.0,3.0,5.0,5.0,7.0,12.0,12.0,11.0,7.0,18.0,0.0,
1985,Female,Incidence,Chronic myeloid leukaemia,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,3.0,1.0,5.0,7.0,11.0,11.0,5.0,8.0,7.0,7.0,0.0,
1986,Female,Incidence,Chronic myeloid leukaemia,1.0,0.0,1.0,0.0,4.0,2.0,2.0,9.0,3.0,6.0,6.0,5.0,7.0,10.0,11.0,10.0,11.0,8.0,0.0,
1987,Female,Incidence,Chronic myeloid leukaemia,1.0,1.0,2.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,6.0,13.0,7.0,9.0,6.0,19.0,12.0,10.0,0.0,
1988,Female,Incidence,Chronic myeloid leukaemia,1.0,0.0,1.0,2.0,2.0,4.0,2.0,5.0,8.0,4.0,6.0,7.0,9.0,15.0,13.0,17.0,7.0,9.0,0.0,
1989,Female,Incidence,Chronic myeloid leukaemia,1.0,0.0,0.0,0.0,4.0,2.0,4.0,3.0,5.0,6.0,6.0,2.0,10.0,8.0,13.0,18.0,9.0,14.0,0.0,
1990,Female,Incidence,Chronic myeloid leukaemia,0.0,0.0,1.0,0.0,1.0,6.0,2.0,4.0,5.0,2.0,6.0,4.0,13.0,5.0,9.0,17.0,6.0,12.0,0.0,
1991,Female,Incidence,Chronic myeloid leukaemia,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,11.0,5.0,8.0,9.0,7.0,6.0,17.0,17.0,8.0,16.0,0.0,
1992,Female,Incidence,Chronic myeloid leukaemia,0.0,0.0,1.0,0.0,1.0,2.0,1.0,7.0,7.0,6.0,5.0,7.0,4.0,11.0,12.0,14.0,12.0,21.0,0.0,
1993,Female,Incidence,Chronic myeloid leukaemia,2.0,1.0,2.0,0.0,2.0,4.0,4.0,7.0,3.0,5.0,5.0,7.0,12.0,14.0,9.0,20.0,14.0,16.0,0.0,
1994,Female,Incidence,Chronic myeloid leukaemia,1.0,1.0,0.0,1.0,1.0,6.0,4.0,5.0,8.0,5.0,9.0,10.0,9.0,4.0,20.0,17.0,19.0,25.0,0.0,
1995,Female,Incidence,Chronic myeloid leukaemia,1.0,0.0,0.0,1.0,3.0,1.0,4.0,3.0,7.0,5.0,11.0,12.0,9.0,12.0,16.0,12.0,20.0,22.0,0.0,
1996,Female,Incidence,Chronic myeloid leukaemia,1.0,0.0,1.0,1.0,4.0,3.0,6.0,7.0,4.0,4.0,12.0,7.0,10.0,16.0,14.0,10.0,19.0,19.0,0.0,
1997,Female,Incidence,Chronic myeloid leukaemia,1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,4.0,7.0,12.0,8.0,15.0,15.0,12.0,18.0,18.0,0.0,
1998,Female,Incidence,Chronic myeloid leukaemia,1.0,0.0,1.0,0.0,1.0,2.0,3.0,9.0,0.0,4.0,7.0,14.0,7.0,5.0,12.0,15.0,13.0,14.0,0.0,
1999,Female,Incidence,Chronic myeloid leukaemia,1.0,0.0,0.0,0.0,2.0,3.0,6.0,9.0,4.0,6.0,10.0,9.0,8.0,9.0,12.0,15.0,12.0,18.0,0.0,
2000,Female,Incidence,Chronic myeloid leukaemia,0.0,0.0,1.0,1.0,2.0,3.0,1.0,3.0,5.0,7.0,14.0,11.0,8.0,8.0,10.0,11.0,11.0,17.0,0.0,
2001,Female,Incidence,Chronic myeloid leukaemia,1.0,0.0,1.0,0.0,1.0,2.0,5.0,8.0,7.0,11.0,9.0,6.0,6.0,9.0,7.0,7.0,10.0,11.0,0.0,
2002,Female,Incidence,Chronic myeloid leukaemia,0.0,0.0,0.0,2.0,2.0,0.0,1.0,11.0,8.0,7.0,10.0,6.0,8.0,8.0,9.0,5.0,12.0,17.0,0.0,
2003,Female,Incidence,Chronic myeloid leukaemia,0.0,1.0,3.0,1.0,3.0,1.0,5.0,3.0,6.0,8.0,4.0,9.0,12.0,15.0,12.0,5.0,17.0,13.0,0.0,
2004,Female,Incidence,Chronic myeloid leukaemia,0.0,0.0,0.0,3.0,2.0,1.0,4.0,3.0,8.0,5.0,12.0,11.0,7.0,11.0,9.0,13.0,10.0,14.0,0.0,
2005,Female,Incidence,Chronic myeloid leukaemia,0.0,1.0,2.0,1.0,1.0,4.0,2.0,6.0,5.0,8.0,7.0,15.0,8.0,8.0,3.0,12.0,13.0,14.0,0.0,
2006,Female,Incidence,Chronic myeloid leukaemia,0.0,0.0,0.0,2.0,1.0,7.0,1.0,9.0,8.0,13.0,4.0,12.0,12.0,12.0,12.0,6.0,11.0,8.0,0.0,
2007,Female,Incidence,Chronic myeloid leukaemia,0.0,0.0,0.0,1.0,0.0,4.0,3.0,7.0,6.0,6.0,7.0,13.0,6.0,6.0,11.0,13.0,5.0,10.0,0.0,
2008,Female,Incidence,Chronic myeloid leukaemia,0.0,1.0,1.0,3.0,1.0,0.0,4.0,6.0,7.0,7.0,8.0,14.0,11.0,12.0,11.0,4.0,18.0,14.0,0.0,
2009,Female,Incidence,Chronic myeloid leukaemia,0.0,1.0,2.0,3.0,4.0,5.0,6.0,5.0,7.0,8.0,12.0,9.0,15.0,6.0,11.0,7.0,7.0,17.0,0.0,
2010,Female,Incidence,Chronic myeloid leukaemia,0.0,0.0,1.0,1.0,2.0,3.0,4.0,8.0,9.0,12.0,10.0,17.0,11.0,8.0,13.0,12.0,11.0,15.0,0.0,
2011,Female,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1968,Persons,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1969,Persons,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1970,Persons,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1971,Persons,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1972,Persons,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1973,Persons,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1974,Persons,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1975,Persons,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1976,Persons,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1977,Persons,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1978,Persons,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1979,Persons,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1980,Persons,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1981,Persons,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1982,Persons,Incidence,Chronic myeloid leukaemia,2.0,4.0,1.0,2.0,2.0,6.0,6.0,4.0,10.0,7.0,10.0,22.0,25.0,28.0,35.0,17.0,26.0,13.0,0.0,
1983,Persons,Incidence,Chronic myeloid leukaemia,1.0,0.0,1.0,2.0,9.0,4.0,8.0,9.0,7.0,11.0,5.0,19.0,20.0,23.0,29.0,14.0,16.0,12.0,0.0,
1984,Persons,Incidence,Chronic myeloid leukaemia,2.0,0.0,1.0,4.0,3.0,3.0,8.0,15.0,7.0,8.0,21.0,12.0,21.0,25.0,29.0,30.0,16.0,24.0,0.0,
1985,Persons,Incidence,Chronic myeloid leukaemia,2.0,0.0,3.0,3.0,3.0,3.0,7.0,10.0,10.0,6.0,10.0,16.0,27.0,30.0,33.0,28.0,23.0,13.0,0.0,
1986,Persons,Incidence,Chronic myeloid leukaemia,2.0,0.0,1.0,1.0,5.0,7.0,6.0,20.0,8.0,10.0,11.0,17.0,22.0,20.0,36.0,23.0,20.0,15.0,0.0,
1987,Persons,Incidence,Chronic myeloid leukaemia,1.0,2.0,4.0,0.0,3.0,10.0,8.0,9.0,7.0,16.0,13.0,17.0,26.0,26.0,28.0,38.0,25.0,16.0,0.0,
1988,Persons,Incidence,Chronic myeloid leukaemia,2.0,1.0,2.0,4.0,9.0,8.0,5.0,8.0,18.0,6.0,18.0,20.0,24.0,36.0,37.0,33.0,19.0,20.0,0.0,
1989,Persons,Incidence,Chronic myeloid leukaemia,2.0,1.0,2.0,5.0,5.0,11.0,11.0,9.0,11.0,13.0,8.0,11.0,20.0,28.0,41.0,41.0,33.0,18.0,0.0,
1990,Persons,Incidence,Chronic myeloid leukaemia,2.0,1.0,2.0,1.0,5.0,10.0,4.0,14.0,16.0,8.0,17.0,6.0,25.0,17.0,32.0,37.0,17.0,29.0,0.0,
1991,Persons,Incidence,Chronic myeloid leukaemia,2.0,0.0,0.0,2.0,7.0,2.0,5.0,15.0,17.0,15.0,14.0,17.0,28.0,20.0,41.0,34.0,24.0,27.0,0.0,
1992,Persons,Incidence,Chronic myeloid leukaemia,1.0,0.0,1.0,3.0,5.0,9.0,10.0,16.0,14.0,13.0,15.0,14.0,12.0,34.0,42.0,37.0,28.0,30.0,0.0,
1993,Persons,Incidence,Chronic myeloid leukaemia,3.0,1.0,3.0,2.0,3.0,9.0,8.0,12.0,9.0,12.0,14.0,14.0,26.0,29.0,42.0,45.0,36.0,25.0,0.0,
1994,Persons,Incidence,Chronic myeloid leukaemia,3.0,1.0,1.0,5.0,4.0,13.0,11.0,7.0,15.0,13.0,22.0,27.0,26.0,20.0,38.0,44.0,35.0,43.0,0.0,
1995,Persons,Incidence,Chronic myeloid leukaemia,3.0,0.0,0.0,5.0,6.0,7.0,12.0,14.0,17.0,9.0,26.0,19.0,17.0,31.0,48.0,33.0,37.0,40.0,0.0,
1996,Persons,Incidence,Chronic myeloid leukaemia,5.0,0.0,1.0,1.0,6.0,15.0,12.0,23.0,13.0,18.0,28.0,20.0,19.0,27.0,39.0,33.0,30.0,30.0,0.0,
1997,Persons,Incidence,Chronic myeloid leukaemia,1.0,1.0,3.0,1.0,4.0,10.0,5.0,8.0,14.0,14.0,14.0,23.0,20.0,36.0,39.0,42.0,42.0,30.0,0.0,
1998,Persons,Incidence,Chronic myeloid leukaemia,3.0,0.0,1.0,4.0,4.0,4.0,9.0,16.0,7.0,14.0,18.0,26.0,23.0,20.0,38.0,38.0,25.0,24.0,0.0,
1999,Persons,Incidence,Chronic myeloid leukaemia,2.0,1.0,0.0,2.0,6.0,9.0,11.0,20.0,15.0,12.0,27.0,22.0,19.0,15.0,38.0,33.0,25.0,29.0,0.0,
2000,Persons,Incidence,Chronic myeloid leukaemia,0.0,0.0,3.0,3.0,7.0,10.0,7.0,9.0,16.0,16.0,30.0,23.0,18.0,19.0,25.0,30.0,24.0,27.0,0.0,
2001,Persons,Incidence,Chronic myeloid leukaemia,1.0,0.0,2.0,3.0,3.0,8.0,15.0,17.0,20.0,18.0,20.0,21.0,19.0,22.0,30.0,26.0,20.0,23.0,0.0,
2002,Persons,Incidence,Chronic myeloid leukaemia,0.0,2.0,1.0,3.0,5.0,4.0,9.0,23.0,17.0,15.0,26.0,16.0,27.0,22.0,28.0,23.0,22.0,31.0,0.0,
2003,Persons,Incidence,Chronic myeloid leukaemia,0.0,2.0,6.0,4.0,6.0,7.0,10.0,10.0,17.0,18.0,23.0,19.0,27.0,25.0,28.0,24.0,25.0,22.0,0.0,
2004,Persons,Incidence,Chronic myeloid leukaemia,0.0,0.0,1.0,6.0,8.0,6.0,10.0,13.0,16.0,14.0,21.0,28.0,19.0,25.0,27.0,26.0,25.0,24.0,0.0,
2005,Persons,Incidence,Chronic myeloid leukaemia,0.0,2.0,4.0,3.0,4.0,14.0,10.0,15.0,14.0,20.0,17.0,27.0,18.0,18.0,21.0,31.0,26.0,32.0,0.0,
2006,Persons,Incidence,Chronic myeloid leukaemia,0.0,1.0,0.0,4.0,2.0,8.0,7.0,14.0,18.0,19.0,9.0,26.0,28.0,26.0,29.0,18.0,27.0,20.0,0.0,
2007,Persons,Incidence,Chronic myeloid leukaemia,0.0,0.0,1.0,3.0,5.0,8.0,16.0,17.0,20.0,22.0,20.0,19.0,23.0,21.0,26.0,25.0,19.0,21.0,0.0,
2008,Persons,Incidence,Chronic myeloid leukaemia,0.0,2.0,2.0,6.0,10.0,2.0,11.0,15.0,18.0,17.0,17.0,32.0,23.0,27.0,25.0,22.0,29.0,25.0,0.0,
2009,Persons,Incidence,Chronic myeloid leukaemia,0.0,3.0,4.0,9.0,7.0,9.0,14.0,9.0,17.0,23.0,22.0,18.0,33.0,20.0,23.0,21.0,25.0,26.0,0.0,
2010,Persons,Incidence,Chronic myeloid leukaemia,0.0,1.0,3.0,2.0,6.0,13.0,15.0,19.0,25.0,25.0,29.0,36.0,31.0,25.0,27.0,25.0,20.0,29.0,0.0,
2011,Persons,Incidence,Chronic myeloid leukaemia,,,,,,,,,,,,,,,,,,,,
1968,Male,Mortality,Chronic myeloid leukaemia,1.0,0.0,2.0,1.0,0.0,0.0,6.0,1.0,5.0,4.0,1.0,5.0,7.0,8.0,6.0,6.0,0.0,5.0,0.0,
1969,Male,Mortality,Chronic myeloid leukaemia,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,5.0,3.0,4.0,5.0,5.0,4.0,9.0,3.0,2.0,0.0,
1970,Male,Mortality,Chronic myeloid leukaemia,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,5.0,5.0,6.0,4.0,7.0,10.0,8.0,7.0,5.0,3.0,0.0,
1971,Male,Mortality,Chronic myeloid leukaemia,1.0,2.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,1.0,0.0,4.0,2.0,10.0,6.0,3.0,1.0,5.0,0.0,
1972,Male,Mortality,Chronic myeloid leukaemia,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,9.0,10.0,6.0,7.0,4.0,7.0,0.0,
1973,Male,Mortality,Chronic myeloid leukaemia,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,3.0,7.0,6.0,3.0,4.0,9.0,5.0,3.0,3.0,0.0,
1974,Male,Mortality,Chronic myeloid leukaemia,1.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,5.0,5.0,0.0,5.0,3.0,8.0,6.0,5.0,5.0,2.0,0.0,
1975,Male,Mortality,Chronic myeloid leukaemia,1.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,5.0,2.0,6.0,10.0,7.0,5.0,6.0,4.0,4.0,0.0,
1976,Male,Mortality,Chronic myeloid leukaemia,0.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,3.0,0.0,6.0,3.0,6.0,10.0,4.0,7.0,4.0,2.0,0.0,
1977,Male,Mortality,Chronic myeloid leukaemia,3.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,3.0,5.0,2.0,4.0,5.0,4.0,7.0,13.0,5.0,4.0,0.0,
1978,Male,Mortality,Chronic myeloid leukaemia,2.0,0.0,0.0,0.0,1.0,0.0,6.0,4.0,1.0,3.0,2.0,3.0,8.0,5.0,14.0,10.0,1.0,3.0,0.0,
1979,Male,Mortality,Chronic myeloid leukaemia,0.0,0.0,0.0,0.0,0.0,7.0,5.0,3.0,2.0,3.0,7.0,8.0,3.0,5.0,16.0,4.0,4.0,5.0,0.0,
1980,Male,Mortality,Chronic myeloid leukaemia,0.0,1.0,0.0,0.0,0.0,3.0,6.0,3.0,4.0,5.0,2.0,6.0,3.0,12.0,13.0,7.0,6.0,7.0,0.0,
1981,Male,Mortality,Chronic myeloid leukaemia,1.0,0.0,0.0,0.0,3.0,4.0,3.0,5.0,3.0,5.0,6.0,7.0,4.0,6.0,11.0,10.0,11.0,5.0,0.0,
1982,Male,Mortality,Chronic myeloid leukaemia,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,7.0,7.0,2.0,6.0,9.0,9.0,18.0,11.0,10.0,3.0,0.0,
1983,Male,Mortality,Chronic myeloid leukaemia,0.0,0.0,0.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,6.0,7.0,11.0,12.0,10.0,9.0,5.0,1.0,
1984,Male,Mortality,Chronic myeloid leukaemia,2.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,6.0,11.0,9.0,9.0,4.0,12.0,4.0,12.0,0.0,
1985,Male,Mortality,Chronic myeloid leukaemia,1.0,0.0,1.0,0.0,3.0,4.0,1.0,3.0,8.0,4.0,4.0,9.0,8.0,12.0,18.0,15.0,10.0,10.0,0.0,
1986,Male,Mortality,Chronic myeloid leukaemia,2.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,5.0,5.0,6.0,3.0,10.0,6.0,20.0,10.0,7.0,5.0,0.0,
1987,Male,Mortality,Chronic myeloid leukaemia,1.0,0.0,0.0,1.0,1.0,2.0,6.0,3.0,0.0,4.0,6.0,6.0,6.0,12.0,13.0,10.0,7.0,2.0,0.0,
1988,Male,Mortality,Chronic myeloid leukaemia,0.0,1.0,1.0,0.0,0.0,4.0,3.0,1.0,8.0,2.0,6.0,5.0,8.0,12.0,23.0,13.0,13.0,6.0,0.0,
1989,Male,Mortality,Chronic myeloid leukaemia,1.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,4.0,1.0,1.0,6.0,7.0,15.0,17.0,15.0,15.0,6.0,0.0,
1990,Male,Mortality,Chronic myeloid leukaemia,2.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,5.0,3.0,6.0,10.0,5.0,12.0,22.0,11.0,12.0,9.0,0.0,
1991,Male,Mortality,Chronic myeloid leukaemia,1.0,0.0,1.0,0.0,1.0,3.0,4.0,9.0,2.0,7.0,4.0,4.0,7.0,7.0,17.0,17.0,15.0,11.0,0.0,
1992,Male,Mortality,Chronic myeloid leukaemia,1.0,0.0,0.0,1.0,0.0,4.0,1.0,5.0,6.0,7.0,6.0,6.0,10.0,13.0,19.0,14.0,12.0,12.0,0.0,
1993,Male,Mortality,Chronic myeloid leukaemia,1.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,4.0,3.0,10.0,7.0,16.0,14.0,16.0,18.0,0.0,
1994,Male,Mortality,Chronic myeloid leukaemia,1.0,1.0,1.0,0.0,2.0,5.0,2.0,5.0,2.0,5.0,6.0,3.0,8.0,12.0,20.0,20.0,17.0,13.0,0.0,
1995,Male,Mortality,Chronic myeloid leukaemia,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,5.0,7.0,4.0,9.0,13.0,18.0,13.0,14.0,16.0,0.0,
1996,Male,Mortality,Chronic myeloid leukaemia,1.0,1.0,2.0,0.0,0.0,2.0,1.0,6.0,5.0,5.0,6.0,5.0,5.0,21.0,18.0,22.0,22.0,16.0,0.0,
1997,Male,Mortality,Chronic myeloid leukaemia,1.0,0.0,0.0,1.0,1.0,3.0,4.0,4.0,4.0,2.0,4.0,1.0,8.0,5.0,14.0,11.0,6.0,7.0,0.0,
1998,Male,Mortality,Chronic myeloid leukaemia,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,5.0,9.0,14.0,18.0,14.0,5.0,18.0,0.0,
1999,Male,Mortality,Chronic myeloid leukaemia,1.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,2.0,5.0,8.0,4.0,6.0,5.0,8.0,22.0,6.0,0.0,
2000,Male,Mortality,Chronic myeloid leukaemia,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,5.0,2.0,12.0,7.0,6.0,10.0,16.0,8.0,6.0,0.0,
2001,Male,Mortality,Chronic myeloid leukaemia,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,6.0,3.0,4.0,1.0,8.0,3.0,8.0,15.0,11.0,11.0,0.0,
2002,Male,Mortality,Chronic myeloid leukaemia,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,4.0,4.0,5.0,3.0,21.0,11.0,11.0,10.0,0.0,
2003,Male,Mortality,Chronic myeloid leukaemia,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,4.0,0.0,2.0,5.0,4.0,9.0,7.0,9.0,12.0,12.0,0.0,
2004,Male,Mortality,Chronic myeloid leukaemia,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,4.0,9.0,5.0,7.0,19.0,16.0,8.0,0.0,
2005,Male,Mortality,Chronic myeloid leukaemia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,12.0,7.0,12.0,15.0,0.0,
2006,Male,Mortality,Chronic myeloid leukaemia,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,2.0,2.0,7.0,12.0,19.0,14.0,11.0,0.0,
2007,Male,Mortality,Chronic myeloid leukaemia,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,5.0,6.0,6.0,8.0,11.0,15.0,0.0,
2008,Male,Mortality,Chronic myeloid leukaemia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,5.0,8.0,11.0,10.0,19.0,0.0,
2009,Male,Mortality,Chronic myeloid leukaemia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,4.0,1.0,7.0,7.0,13.0,20.0,0.0,
2010,Male,Mortality,Chronic myeloid leukaemia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,6.0,5.0,8.0,10.0,15.0,0.0,
2011,Male,Mortality,Chronic myeloid leukaemia,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,5.0,7.0,7.0,7.0,7.0,19.0,0.0,
1968,Female,Mortality,Chronic myeloid leukaemia,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,4.0,6.0,6.0,8.0,9.0,4.0,3.0,2.0,0.0,
1969,Female,Mortality,Chronic myeloid leukaemia,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,8.0,3.0,3.0,1.0,5.0,0.0,
1970,Female,Mortality,Chronic myeloid leukaemia,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,3.0,4.0,1.0,7.0,6.0,2.0,7.0,3.0,2.0,0.0,
1971,Female,Mortality,Chronic myeloid leukaemia,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,1.0,5.0,7.0,6.0,4.0,3.0,2.0,5.0,0.0,
1972,Female,Mortality,Chronic myeloid leukaemia,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,5.0,1.0,3.0,6.0,4.0,6.0,4.0,4.0,1.0,0.0,
1973,Female,Mortality,Chronic myeloid leukaemia,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,3.0,6.0,6.0,4.0,6.0,2.0,8.0,2.0,0.0,
1974,Female,Mortality,Chronic myeloid leukaemia,0.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,5.0,1.0,3.0,3.0,7.0,8.0,5.0,4.0,2.0,0.0,
1975,Female,Mortality,Chronic myeloid leukaemia,1.0,0.0,1.0,2.0,0.0,1.0,7.0,4.0,4.0,3.0,2.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,0.0,
1976,Female,Mortality,Chronic myeloid leukaemia,0.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,8.0,6.0,4.0,12.0,5.0,2.0,0.0,
1977,Female,Mortality,Chronic myeloid leukaemia,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,4.0,5.0,4.0,4.0,2.0,6.0,4.0,8.0,10.0,0.0,
1978,Female,Mortality,Chronic myeloid leukaemia,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,6.0,4.0,2.0,5.0,8.0,5.0,6.0,8.0,0.0,
1979,Female,Mortality,Chronic myeloid leukaemia,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,6.0,5.0,4.0,4.0,5.0,10.0,4.0,6.0,0.0,
